processed_tweet,final_class,tweetid
5 days of no voice and would love some sleep and the coughing to stop!! <U+0001F630><U+0001F630><U+0001F912><U+0001F634> someone please bring me tea!!,1,336
Lockdown fatigue; 'invincibility' causing more COVID-19 infections in young people ,0,337
 Is that cuz of those ''old wives tales' that drinking kimchi juice cures stuff like black lung/coughi… ,0,338
Working with my peri-parturient PhD student on wild pig-domestic pig interactions & risk related to African Swine Fever in…,0,339
'Barca likes Pjanic too much' . I so wana vomit <U+0001F92E><U+0001F922>.  Tf is going on? Hoow? ,0,340
_Robinson   I’m forever calling you Cameron.,0,341
_Robinson   Once I learn your middle name; I will have arrived.,0,342
  I was feeling hella crowded in a store last week. I have asthma so a good ugly cough is only a decision away. I coughed good and hard into my elbow and got all the social distance I wanted in the till line.,0,343
   Cabin fever with a mix of writer’s block ,0,344
"And on top of all the emotions, I now have a headache from the horrible scent of the cheap uterine hygiene product I was using...

Please gods, let me not develop a rash from that ....",0,345
_opinion   Dreams are dreams for a reason. Haha,0,346
Twitter feeds of the rocketeers:  - Definitely run by an agency/Amazon employee  - What a fever dream…,0,347
      Fournier said he is jumping in.,0,348
Chills; tears and all the feels from watching  on   _Manuel is a genius! The cast is… ,0,349
      Cool. Tell him to watch his… ,0,350
Populists came to power peddling political fantasies—but the coronavirus has broken the fever. ,0,351
Tornado warnings issued for several communities in south central Sask. ,0,352
This is why you need good airflow under your pots... this little Strawberry Cough wanted to try some hydro-style..… ,0,353
he just laughed so hard at the part where The Other Mother coughs up the key to the real world. he laughed so fucking hard he spit up a bit.,0,354
      Tell your boy to keep chirp… ,0,355
RT _Here:  Cough cough dad bod Jonesy cough,0,356
Starting the day with a tension headache. Nothing abnormal here. <U+0001F643>,1,357
     This gave me chills <U+0001F525><U+0001F525>   Can’t wait to see it!,0,358
Took a shower; now I feel like it’s time for a nap. I’ve had the worst sinus pressure headache since last night.<U+0001F62D>,1,359
_know22  WTF? Is that Chills from Top 15s? <U+0001F602>,0,360
_know22  WTF? Is that Chills from Top 15s? <U+0001F602>,0,361
 My heart still pounding and I know we’re the champs ,0,362
Then you got the one guy who coughs and thinks he's invincible ,0,363
Star Wars: The Diarrhea Awakens ,0,364
Star Wars: The Diarrhea Awakens ,0,365
 Exactly. And; if you can swing it; projectile vomit.,0,366
_Ty _Barry87 the only thing you'll get from a narcissist is a headache.,0,367
"Can confirm. Never had chickenpox until I was 30 and got them from my kid. Two years later, had a high fever and three weird spots on my side. Went to the doc, got an antiviral, and that’s as bad as the shingles got.

(and they HURT) ",0,368
Me: ugh I have such a headache I wonder what’s wrong with me   Also me: *has been looking at a computer since 7:30 am*,0,369
  Ya; we like having as many thoughts in our head as possible <U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>  I have a headache now <U+0001F92F>,0,370
im so proud of ariana and the way she handles herself with so much grace even in the most uncomfortable situations,0,371
Has any  fan gotten a ticket refund for a postponed game from  yet?? Raptors fans?,0,372
_  Wow did a serf of her as well ; her page sent chills up my spine how many liberal followers and a crap they spew <U+0001F92E>,0,373
     You’re arguing with my cousin; not my “burner account… ,0,374
  The funniest part of all this is that it was Zack “Dirty AF” Kassian that broke Gagner… ,0,375
White house counsel whinges about 'waste of taxpayer funds'  <cough>    <cough>  <cough>  <cough>,0,376
 The carbon tax should be voluntary and those who sign up should get a special medal they can pin on their c…,0,377
Not this baby in the airport with a wet ass cough and no mask.   Between improper usage and no usage at all; this p… ,1,378
  It was a foul,0,379
<U+0001F634> these chills didn't come from the cold;  They came from you... gNish <U+2661>,0,380
Anyone else starting to feel fatigued at this trying to stay alive thing? ,0,381
<U+0001F634> these chills didn't come from the cold;  They came from you... gNish <U+2661>,1,382
Bucked a 2 yr old in the WFA Cabin Fever video futurity today and bucked our yearling filly’s. This is 957 Nobody’s… ,0,383
  Meth is a hell of a drug,0,384
"OMG I think I just finished the first draft. OMG I'm going to throw up. How did that happen? I thought I had another week to go Eep Weird! Somebody Help!     _ast777 
WritingCommunity HaveWrittenMystery ",0,385
_bilbo diarrhea <U+0001F605>,0,386
Diarrhea for me <U+0001F605> ,1,387
  now the weather here is getting cold and a lot of people are coughing and sneezing it feels…,0,388
>dreaming >vomit in dream >wake up in a panic >did not actually vomit Thank goodness,0,389
JESSE YOU NEED TO SEE SAMSUNG GIRL ,0,390
"NDP Leader Ryan Meili is now self isolated at home because his wife, who is a pediatrician, has developed a cough. She is going for tests. ",0,391
UPDATED: COVID-19 in Sask: Ryan Meili in self-isolation after wife develops cough:  skpoli sask saskatchewan COVID19 coronavirus ,1,392
 Rumour has it her biggest headache is residing at the Rideau Hall cottage.,0,393
 Suddenly the world we live in. It’s flu season and suddenly we are all patient zero if we have a cough.,0,394
 Liar. Fa cough; k?,0,395
Oh good; another coworker can’t stop coughing. Why won’t people just stay home?,1,396
 Injection site sore for several days but massage and exercise helps.  Chills intermittently in the firs… ,0,397
I’m out. Not gonna lie. Not feeling good. Light headed and vertigo is coming back and with that I am nauseous when everything spins. Later gaters.,1,398
 <U+0001F914>Oh; diarrhea please!! Easy choice<U+0001F601>,0,399
empathy cough band name called it,0,400
I haven't had a headache like this in 2 years; September 2019 was the last time I did and when our son passed away.… ,0,401
Ow I have a headache someone please kiss me better,0,402
I contracted measles as an infant and then; as a result; also got whooping cough because suddenly I was no longer i… ,0,403
What?! Future movies for our podcast !  FanchiseFatigue ,0,404
10 year old “so we were talking at school. Everyone says cough and sneeze into your elbow. Then they won’t shake hands bu…,0,405
 He really had the poop in a group. Scheer is more like diarrhea.,0,406
Covid has changed the world so much. I used to cough to cover my farts; now I fart to cover my coughs.,0,407
  Health of individuals crossing illegally not an issue for Trudeau. If I Cough at the border I ca…,0,408
This one comes from Dreena; ''Oh dear; I have a headache.  This day can't be any worse' <U+0001F606> ,0,409
 You tryna stir the pot or something? <U+0001F602>,0,410
 Czarnik & Bennett are never given legitimate opportunities... meanwhile Janko is handed them over & ov… ,0,411
 Look at the other replies and you’ll see that I agree with you lol,0,412
"twitter fucking with the retweet button was a bit too much but now they added stories and i physically vomited from the atrocity of this damn app jumping the bandwagon with other apps... where’s the originality, twitter????",0,413
The left lost their minds when  coughed into his hand during a media scrum. Not sure why they're quiet when …,0,414
 It's been 2021 for all of 5 minutes; and I'm still surviving through my work induced headache.,0,415
_dagger  Wrong - it’s English word usage.   Nauseated is the ACT of making someone feel sick. You do… ,0,416
_doc  Wrong - it’s English word usage.   Nauseated is the ACT of making someone feel sick. You d… ,0,417
"    Wrong - it’s English word usage. 

Nauseated is the ACT of making someone feel sick. You don’t feel nauseated you ARE nauseated by something. (You are Sickened)

Nauseous is the sensation “affected with nausea”. You FEEL nauseous. (You feel sick).",0,418
RT _ace: Since the Chicom Cough started; I've noticed a visible decline in a lot of people's mental health,0,419
Highest NFL Combine SPARQ EDGEs:  1. Casey Toohill; Stanford 2. Jabari Zuniga; Florida 3. Carter Coughlin; Minnesota 4. Alt…,0,420
RT _berdahl: If you don’t come out of this quarantine with either:  1.) a devastating personal loss 2.) a devastating financial loss…,0,421
_speech1 I’m pretty sure I had it but was not tested to confirm. Lost sense of smell and taste for 2 days.… ,1,422
_Break  *cough cough* ,0,423
"It should go without saying I meant ""ad nauseam"" but autocorrect buggered that up and I am not focused on clear spelling as I'm really annoyed with her.",0,424
RT _B_85: A couple of a weeks ago a stranger turned to me in a lineup and said “You used to have to cough to hide a fart and now you…,0,425
_Fever Thank you. Yeah summer really sucks between the heat and sudden storms are never fun. I plan on resting today.,0,426
_Fever Thank you. Kinda. Stress and hot weather are a big factor for me. Plus the steady migraines I have been having aren't helping.,0,427
  Is that the small-penis-mobile?,0,428
Wtf is wrong with ppl - this really didn't need a 'special' day. What next? Diarrhea day? Because that would be far… ,0,429
'Zoom fatigue' is setting in: What it is and how to prevent it ,0,430
Wtf is wrong with ppl - this really didn't need a 'special' day. What next? Diarrhea day? Because that would be far more…,0,431
  It’s bee vomit actually.,0,432
  *waits for vomit guy,0,433
  _Dalgarno  He hasn't been able to shake that verbal diarrhea that he contr… ,0,434
Wheat ever happened to that idea some porn company had to send two porn stars to space??? Was that a fever dream of mine?,0,435
 Some cite 'Fever' or 'Is That All There Is?'. But I go with 'Sans Souci'.,0,436
